nome;descricao;categoria
IN_FORMACAO_ALTERNANCIA;Forma de organização do ensino - Alternância regular de períodos de estudos (proposta pedagógica de formação por alternância com tempo-escola e tempo-comunidade);"0 - Não
1 - Sim
   - Não aplicável para escolas sem matrículas de escolarização"
IN_MATERIAL_PED_MULTIMIDIA;Instrumentos, materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino aprendizagem - Acervo multimídia;"0 - Não
1 - Sim
9 - Não informado"
IN_MATERIAL_PED_INFANTIL;Instrumentos, materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino aprendizagem - Brinquedos para Educação Infantil;"0 - Não
1 - Sim
9 - Não informado"
IN_MATERIAL_PED_CIENTIFICO;Instrumentos, materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino aprendizagem - Conjunto de materiais científicos;"0 - Não
1 - Sim
9 - Não informado"
IN_MATERIAL_PED_DIFUSAO;Instrumentos, materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino aprendizagem - Equipamento para amplificação e difusão de som/áudio;"0 - Não
1 - Sim
9 - Não informado"
IN_MATERIAL_PED_MUSICAL;Instrumentos, materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino aprendizagem - Instrumentos musicais para conjunto, banda/fanfarra e/ou aulas de música;"0 - Não
1 - Sim
9 - Não informado"
IN_MATERIAL_PED_JOGOS;Instrumentos, materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino aprendizagem - Jogos Educativos;"0 - Não
1 - Sim
9 - Não informado"
IN_MATERIAL_PED_ARTISTICAS;Instrumentos, materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino aprendizagem - Materiais para atividades culturais e artísticas;"0 - Não
1 - Sim
9 - Não informado"
IN_MATERIAL_PED_DESPORTIVA;Instrumentos, materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino aprendizagem - Materiais para prática desportiva e recreação;"0 - Não
1 - Sim
9 - Não informado"
IN_MATERIAL_PED_INDIGENA;Instrumentos, materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino aprendizagem - Indígena;"0 - Não
1 - Sim
9 - Não informado"
IN_MATERIAL_PED_ETNICO;Instrumentos, materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino aprendizagem - Materiais pedagógicos para a educação das Relações Étnicos Raciais;"0 - Não
1 - Sim
9 - Não informado"
IN_MATERIAL_PED_CAMPO;Instrumentos, materiais socioculturais e/ou pedagógicos em uso na escola para o desenvolvimento de atividades de ensino aprendizagem - Materiais pedagógicos para a educação do campo;"0 - Não
1 - Sim
9 - Não informado"
IN_MATERIAL_ESP_QUILOMBOLA;Materiais didáticos específicos para atendimento à diversidade sociocultural - Quilombolas;"0 - Não
1 - Sim"
IN_MATERIAL_ESP_INDIGENA;Materiais didáticos específicos para atendimento à diversidade sociocultural - Indígena;"0 - Não
1 - Sim"
IN_MATERIAL_ESP_NAO_UTILZA;Materiais didáticos específicos para atendimento à diversidade sociocultural - Não utiliza;"0 - Não
1 - Sim"
IN_EDUCACAO_INDIGENA;Educação Escolar Indígena;"0 - Não
1 - Sim"
TP_INDIGENA_LINGUA;Educação Indígena - Língua em que o ensino é ministrado;"1 - Somente em Língua Indígena
2 - Somente em Língua Portuguesa
3 - Em Língua Indígena e em Língua Portuguesa
 - não aplicável para escolas sem Educação Escolar Indígena"
CO_LINGUA_INDIGENA_1;Educação Indígena - Língua em que o ensino é ministrado - Língua Indígena - Código da língua Indígena 1;Ver Anexo 1 - Línguas Indígenas (aplicável apenas quando o ensino é ministrado em Língua Indígena)
CO_LINGUA_INDIGENA_2;Educação Indígena - Língua em que o ensino é ministrado - Língua Indígena - Código da língua Indígena 2;Ver Anexo 1 - Línguas Indígenas (aplicável apenas quando o ensino é ministrado em Língua Indígena)
CO_LINGUA_INDIGENA_3;Educação Indígena - Língua em que o ensino é ministrado - Língua Indígena - Código da língua Indígena 3;Ver Anexo 1 - Línguas Indígenas (aplicável apenas quando o ensino é ministrado em Língua Indígena)
IN_BRASIL_ALFABETIZADO;Escola cede espaço para turmas do Programa Brasil Alfabetizado;"0 - Não
1 - Sim"
IN_FINAL_SEMANA;Escola abre aos finais de semana para a comunidade;"0 - Não
1 - Sim"
IN_EXAME_SELECAO;A escola faz exame de seleção para ingresso de seus alunos (Avaliação por prova e /ou análise curricular);"0 - Não
1 - Sim
9 - Não informado"
IN_RESERVA_PPI;Reserva de vagas por sistema de cotas para grupos específicos de alunos - Autodeclarado preto, pardo ou indígena (PPI);"0 - Não
1 - Sim
 - Não aplicável para escolas que não fazem exame de seleção"
IN_RESERVA_RENDA;Reserva de vagas por sistema de cotas para grupos específicos de alunos - Condição de Renda;"0 - Não
1 - Sim
 - Não aplicável para escolas que não fazem exame de seleção"
IN_RESERVA_PUBLICA;Reserva de vagas por sistema de cotas para grupos específicos de alunos - Oriundo de escola pública;"0 - Não
1 - Sim
 - Não aplicável para escolas que não fazem exame de seleção"
IN_RESERVA_PCD;Reserva de vagas por sistema de cotas para grupos específicos de alunos - Pessoa com deficiência (PCD);"0 - Não
1 - Sim
 - Não aplicável para escolas que não fazem exame de seleção"
IN_RESERVA_OUTROS;Reserva de vagas por sistema de cotas para grupos específicos de alunos - Outros grupos;"0 - Não
1 - Sim
 - Não aplicável para escolas que não fazem exame de seleção"
IN_RESERVA_NENHUMA;Reserva de vagas por sistema de cotas para grupos específicos de alunos - Sem reservas de vagas para sistema de cotas (ampla concorrência);"0 - Não
1 - Sim
 - Não aplicável para escolas que não fazem exame de seleção"
IN_REDES_SOCIAIS;A escola possui site ou blog ou página em redes sociais para comunicação institucional;"0 - Não
1 - Sim
9 - Não informado"
IN_ESPACO_ATIVIDADE;A escola compartilha espaços para atividades de integração escola-comunidade;"0 - Não
1 - Sim
9 - Não informado"
IN_ESPACO_EQUIPAMENTO;A escola usa espaços e equipamentos do entorno escolar para atividades regulares com os alunos;"0 - Não
1 - Sim
9 - Não informado"
IN_ORGAO_ASS_PAIS;Órgãos colegiados em funcionamento na escola - Associação de Pais;"0 - Não
1 - Sim
9 - Não informado"
IN_ORGAO_ASS_PAIS_MESTRES;Órgãos colegiados em funcionamento na escola - Associação de Pais e Mestres;"0 - Não
1 - Sim
9 - Não informado"
IN_ORGAO_CONSELHO_ESCOLAR;Órgãos colegiados em funcionamento na escola - Conselho Escolar;"0 - Não
1 - Sim
9 - Não informado"
IN_ORGAO_GREMIO_ESTUDANTIL;Órgãos colegiados em funcionamento na escola - Grêmio Estudantil;"0 - Não
1 - Sim
9 - Não informado"
IN_ORGAO_OUTROS;Órgãos colegiados em funcionamento na escola - Outros;"0 - Não
1 - Sim
9 - Não informado"
IN_ORGAO_NENHUM;Órgãos colegiados em funcionamento na escola - Não há órgãos colegiados em funcionamento;"0 - Não
1 - Sim
9 - Não informado"
TP_PROPOSTA_PEDAGOGICA;Projeto político pedagógico ou a proposta pedagógica da escola (conforme art. 12 da LDB) atualizado nos últimos 12 meses até a data de referência;"0 - Não
1 - Sim
2 - A escola não possui projeto político pedagógico/proposta pedagógica
9 - Não informado"
TP_AEE;Atendimento Educacional Especializado (AEE);"0 - Não oferece
1 - Não exclusivamente
2 - Exclusivamente"
TP_ATIVIDADE_COMPLEMENTAR;Atividade Complementar;"0 - Não oferece
1 - Não exclusivamente
2 - Exclusivamente"
IN_MEDIACAO_PRESENCIAL;Mediação didático-pedagógica oferecida pela escola - Presencial;"0 - Não
1 - Sim"
IN_MEDIACAO_SEMIPRESENCIAL;Mediação didático-pedagógica oferecida pela escola - Semipresencial;"0 - Não
1 - Sim"
IN_MEDIACAO_EAD;Mediação didático-pedagógica oferecida pela escola - Educação a Distância - EAD;"0 - Não
1 - Sim"
IN_ESPECIAL_EXCLUSIVA;Escola possui classe especial exclusiva (ao menos uma turma exclusiva de alunos com deficiência, transtorno global do desenvolvimento ou altas habilidades/superdotação - Classes Especiais);"0 - Não
1 - Sim"
IN_REGULAR;Modo, maneira ou metodologia de ensino correspondente às turmas com etapas de escolarização consecutivas, Creche ao Ensino Médio. Etapas consideradas (nas antigas modalidades 1 ou 2): TP_ETAPA_ENSINO igual a 1,2,4,5,6,7,8,9,10,11,14, 15,16,17,18,19,20,21,41,25,26,27,28,29,30,31, 32,33,34,35,36,37 ou 38.;"0 - Não
1 - Sim"
IN_EJA;Modo, maneira ou metodologia de ensino correspondente às turmas destinadas a pessoas que não cursaram o ensino fundamental e/ou médio em idade própria. Etapas consideradas (nas antigas modalidades 2 ou 3): TP_ETAPA_ENSINO igual a 65,67,69,70,71,73 ou 74.;"0 - Não
1 - Sim"
IN_PROFISSIONALIZANTE;"Modo profissionalizante de ensino correspondente às turmas de cursos de formação inicial e continuada ou de qualificação profissional (Cursos FIC) articulados à EJA ou concomitantes; ou de cursos técnicos de nível médio nas formas articulada (integrada ou concomitante) ou subsequente ao ensino médio e de normal/magistério. Etapas consideradas (nas antigas modalidades 1, 2 ou 3): TP_ETAPA_ENSINO igual a 30,31,32,33,34, 35,36,37,38,39,40,65,67,68,73 ou 74.";"0 - Não
1 - Sim"
IN_COMUM_CRECHE;Escola oferece Creche em classes comuns do ensino regular (TP_ETAPA_ENSINO=1 e IN_ESPECIAL_EXCLUSIVA=0);"0 - Não
1 - Sim"
IN_COMUM_PRE;Escola oferece Pré-escola em classes comuns do ensino regular (TP_ETAPA_ENSINO=2 e IN_ESPECIAL_EXCLUSIVA=0);"0 - Não
1 - Sim"
IN_COMUM_FUND_AI;Escola oferece Anos Iniciais do Ensino Fundamental (8 e 9 anos) em classes comuns do ensino regular (TP_ETAPA_ENSINO igual a 4,5,6,7,14,15,16,17 ou 18 e IN_ESPECIAL_EXCLUSIVA=0);"0 - Não
1 - Sim"
IN_COMUM_FUND_AF;Escola oferece Anos Finais do Ensino Fundamental (8 e 9 anos) em classes comuns do ensino regular (TP_ETAPA_ENSINO igual a 8,9,10,11,19,20,21 ou 41 e IN_ESPECIAL_EXCLUSIVA=0);"0 - Não
1 - Sim"
IN_COMUM_MEDIO_MEDIO;Escola oferece Ensino Médio - Médio Propedêutico em classes comuns do ensino regular (TP_ETAPA_ENSINO igual a 25,26,27,28 ou 29 e IN_ESPECIAL_EXCLUSIVA=0);"0 - Não
1 - Sim"
IN_COMUM_MEDIO_INTEGRADO;Escola oferece Curso Técnico Integrado ao Ensino Médio em classes comuns do ensino regular (TP_ETAPA_ENSINO igual a 30,31,32,33 ou 34 e IN_ESPECIAL_EXCLUSIVA=0);"0 - Não
1 - Sim"
IN_COMUM_MEDIO_NORMAL;Escola oferece Ensino Médio - Normal/ Magistério em classes comuns do ensino regular (TP_ETAPA_ENSINO igual a 35,36,37 ou 38 e IN_ESPECIAL_EXCLUSIVA=0);"0 - Não
1 - Sim"
IN_ESP_EXCLUSIVA_CRECHE;Escola oferece Creche em classes especiais exclusivas do ensino regular (TP_ETAPA_ENSINO=1 e IN_ESPECIAL_EXCLUSIVA=1);"0 - Não
1 - Sim"
IN_ESP_EXCLUSIVA_PRE;Escola oferece Pré-escola em classes especiais exclusivas do ensino regular (TP_ETAPA_ENSINO=2 e IN_ESPECIAL_EXCLUSIVA=1);"0 - Não
1 - Sim"
IN_ESP_EXCLUSIVA_FUND_AI;Escola oferece Anos Iniciais do Ensino Fundamental (8 e 9 anos) em classes especiais exclusivas do ensino regular (TP_ETAPA_ENSINO igual a 4,5,6,7,14,15,16,17 ou 18 e IN_ESPECIAL_EXCLUSIVA=1);"0 - Não
1 - Sim"
IN_ESP_EXCLUSIVA_FUND_AF;Escola oferece Anos Finais do Ensino Fundamental (8 e 9 anos) em classes especiais exclusivas do ensino regular (TP_ETAPA_ENSINO igual a 8,9,10,11,19,20,21 ou 41 e IN_ESPECIAL_EXCLUSIVA=1);"0 - Não
1 - Sim"
IN_ESP_EXCLUSIVA_MEDIO_MEDIO;Escola oferece Ensino Médio - Médio Propedêutico em classes especiais exclusivas do ensino regular (TP_ETAPA_ENSINO igual a 25,26,27,28 ou 29 e IN_ESPECIAL_EXCLUSIVA=1);"0 - Não
1 - Sim"
IN_ESP_EXCLUSIVA_MEDIO_INTEGR;Escola oferece Curso Técnico Integrado ao Ensino Médio em classes especiais exclusivas do ensino regular (TP_ETAPA_ENSINO igual a 30,31,32,33 ou 34 e IN_ESPECIAL_EXCLUSIVA=1);"0 - Não
1 - Sim"
IN_ESP_EXCLUSIVA_MEDIO_NORMAL;Escola oferece Ensino Médio - Normal/ Magistério em classes especiais exclusivas do ensino regular (TP_ETAPA_ENSINO igual a 35,36,37 ou 38 e IN_ESPECIAL_EXCLUSIVA=1);"0 - Não
1 - Sim"
IN_COMUM_EJA_FUND;Escola oferece Ensino Fundamental em classes comuns da EJA (TP_ETAPA_ENSINO igual a 65,69,70 ou 73 e IN_ESPECIAL_EXCLUSIVA=0);"0 - Não
1 - Sim"
IN_COMUM_EJA_MEDIO;Escola oferece Ensino Médio em classes comuns da EJA (TP_ETAPA_ENSINO igual a 67,71 ou 74 e IN_ESPECIAL_EXCLUSIVA=0);"0 - Não
1 - Sim"
IN_COMUM_EJA_PROF;Escola oferece educação profissional integrada em classes comuns da EJA (TP_ETAPA_ENSINO igual a 65,67,73 ou 74 e IN_ESPECIAL_EXCLUSIVA=0);"0 - Não
1 - Sim"
IN_ESP_EXCLUSIVA_EJA_FUND;Escola oferece Ensino Fundamental em classes especiais exclusivas da EJA(TP_ETAPA_ENSINO igual a 65,69,70 ou 73 e IN_ESPECIAL_EXCLUSIVA=1);"0 - Não
1 - Sim"
IN_ESP_EXCLUSIVA_EJA_MEDIO;Escola oferece Ensino Médio em classes especiais exclusivas da EJA (TP_ETAPA_ENSINO igual a 67,71 ou 74 e IN_ESPECIAL_EXCLUSIVA=1);"0 - Não
1 - Sim"
IN_ESP_EXCLUSIVA_EJA_PROF;Escola oferece educação profissional integrada em classes especiais exclusivas da EJA (TP_ETAPA_ENSINO igual a 65,67,73 ou 74 e IN_ESPECIAL_EXCLUSIVA=1);"0 - Não
1 - Sim"
IN_COMUM_PROF;Educação Profissional - Curso Técnico Concomitante e/ou Subsequente e/ou Curso FIC Concomitante em classes comuns (TP_ETAPA_ENSINO igual a 39, 40 ou 68 e IN_ESPECIAL_EXCLUSIVA=0);"0 - Não
1 - Sim"
IN_ESP_EXCLUSIVA_PROF;Educação Profissional - Curso Técnico Concomitante e/ou Subsequente e/ou Curso FIC Concomitante em classes especiais exclusivas (TP_ETAPA_ENSINO igual a 39, 40 ou 68 e IN_ESPECIAL_EXCLUSIVA=1);"0 - Não
1 - Sim"
